,heading,href,date
1282,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-04-08
1283,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-04-08
1284,Måltørken fortsetter for Haaland – ikke scoret i ligaen siden januar,https://vg.no/sport/fotball/i/x8jKGl/maaltoerken-fortsetter-for-haaland-ikke-scoret-i-ligaen-siden-januar,2022-04-09
1285,"3. divisjon, avdeling 2: Disse vil kjempe om opprykk og disse går ned",https://vg.no/sport/fotball/i/EaA9wo/3-divisjon-avdeling-2-disse-vil-kjempe-om-opprykk-og-disse-gaar-ned,2022-04-09
1286,"3. divisjon, avdeling 6: Disse vil kjempe om opprykk og disse går ned",https://vg.no/sport/fotball/i/y4jM6A/3-divisjon-avdeling-6-disse-vil-kjempe-om-opprykk-og-disse-gaar-ned,2022-04-09
1287,Her forlater Mourinho og co. Bodø - Glimt-møter om bråket,https://vg.no/sport/fotball/i/jaj2dw/her-forlater-mourinho-og-co-bodoe-glimt-moeter-om-braaket,2022-04-09
1288,Italiensk storavis: Bodø/Glimt er et mareritt for Roma,https://vg.no/sport/fotball/i/ML8r5J/italiensk-storavis-bodoe-glimt-er-et-mareritt-for-roma,2022-04-09
1289,Politiet involvert etter hendelse på Aspmyra - Glimt skal i møte om bråket,https://vg.no/sport/fotball/i/RrdeKa/politiet-involvert-etter-hendelse-paa-aspmyra-glimt-skal-i-moete-om-braaket,2022-04-09
1290,Mourinho etter nok en Aspmyra-smell: − Urettferdig resultat,https://vg.no/sport/fotball/i/XqQ7M7/mourinho-etter-nok-en-aspmyra-smell-urettferdig-resultat,2022-04-09
1291,Vetlesen sendte Bodø/Glimt til himmels – senket Roma i siste minutt,https://vg.no/sport/fotball/i/V9w8q4/vetlesen-sendte-bodoe-glimt-til-himmels-senket-roma-i-siste-minutt,2022-04-09
1292,Drømme-comeback for Hegerberg – scoret hat trick,https://vg.no/sport/fotball/i/1OpbrJ/droemme-comeback-for-hegerberg-scoret-hat-trick,2022-04-09
1293,Manchester City slapp CL-utestengelse: Ferske dokumenter sår ny tvil,https://vg.no/sport/fotball/i/1OpbMG/manchester-city-slapp-cl-utestengelse-ferske-dokumenter-saar-ny-tvil,2022-04-09
1294,Fantasy Premier League Gameweek 32: − Kan leke med god samvittighet,https://vg.no/sport/fotball/i/bGrwnq/fantasy-premier-league-gameweek-32-kan-leke-med-god-samvittighet,2022-04-09
1295,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-04-09
1296,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-04-09
1297,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-04-09
1298,Tottenham øker presset på Arsenal og Manchester United: Hat trick av Son,https://vg.no/sport/fotball/i/1OpgQK/tottenham-oeker-presset-paa-arsenal-og-manchester-united-hat-trick-av-son,2022-04-10
1299,Helland latterliggjorde Jerv-keeperen – scoret fra nærmere 40 meter i Lillestrøm-seier,https://vg.no/sport/fotball/i/7dAXo3/helland-latterliggjorde-jerv-keeperen-scoret-fra-naermere-40-meter-i-lillestroem-seier,2022-04-10
1300,Nedrykkstruede Everton senket Manchester United,https://vg.no/sport/fotball/i/JxAKlj/nedrykkstruede-everton-senket-manchester-united,2022-04-10
1301,Drillo: − Jeg tenker med gru på om jeg skulle bli dement,https://vg.no/sport/fotball/i/9Kdd5W/drillo-jeg-tenker-med-gru-paa-om-jeg-skulle-bli-dement,2022-04-10
1302,Sendte Molde-kamp på egen Instagram: − De følger med hjemme,https://vg.no/sport/fotball/i/WjKXpG/sendte-molde-kamp-paa-egen-instagram-de-foelger-med-hjemme,2022-04-10
1303,Stor nedrykksfare for Lampard & co.,https://vg.no/sport/fotball/i/a7ExbM/stor-nedrykksfare-for-lampard-co,2022-04-10
1304,Måltørken fortsetter for Haaland – ikke scoret i ligaen siden januar,https://vg.no/sport/fotball/i/x8jKGl/maaltoerken-fortsetter-for-haaland-ikke-scoret-i-ligaen-siden-januar,2022-04-10
1305,"3. divisjon, avdeling 2: Disse vil kjempe om opprykk og disse går ned",https://vg.no/sport/fotball/i/EaA9wo/3-divisjon-avdeling-2-disse-vil-kjempe-om-opprykk-og-disse-gaar-ned,2022-04-10
1306,"3. divisjon, avdeling 6: Disse vil kjempe om opprykk og disse går ned",https://vg.no/sport/fotball/i/y4jM6A/3-divisjon-avdeling-6-disse-vil-kjempe-om-opprykk-og-disse-gaar-ned,2022-04-10
1307,Her forlater Mourinho og co. Bodø - Glimt-møter om bråket,https://vg.no/sport/fotball/i/jaj2dw/her-forlater-mourinho-og-co-bodoe-glimt-moeter-om-braaket,2022-04-10
1308,Italiensk storavis: Bodø/Glimt er et mareritt for Roma,https://vg.no/sport/fotball/i/ML8r5J/italiensk-storavis-bodoe-glimt-er-et-mareritt-for-roma,2022-04-10
1309,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-04-10
1310,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-04-10
1311,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-04-10
1312,Moe gir Knutsen full støtte: − Viktig at han står opp for seg selv,https://vg.no/sport/fotball/i/wOGERo/moe-gir-knutsen-full-stoette-viktig-at-han-staar-opp-for-seg-selv,2022-04-11
1313,Drømmescoring fra Tripic: − Jeg fikk vanvittig treff,https://vg.no/sport/fotball/i/8QAeeA/droemmescoring-fra-tripic-jeg-fikk-vanvittig-treff,2022-04-11
1314,Mourinho ba om unnskyldning etter ny konfrontasjon,https://vg.no/sport/fotball/i/bGvKQv/mourinho-ba-om-unnskyldning-etter-ny-konfrontasjon,2022-04-11
1315,Pellegrino til legesjekk: Skadeuro for Glimt før skjebnekampen i Roma,https://vg.no/sport/fotball/i/EaMoW3/pellegrino-til-legesjekk-skadeuro-for-glimt-foer-skjebnekampen-i-roma,2022-04-11
1316,KBK med hjemmetap etter marerittomgang: − Noe av det verste jeg har vært med på,https://vg.no/sport/fotball/i/bGvM2A/kbk-med-hjemmetap-etter-marerittomgang-noe-av-det-verste-jeg-har-vaert-med-paa,2022-04-11
1317,Grusom keepertabbe felte HamKam: − Det er ingen unnskyldninger,https://vg.no/sport/fotball/i/oWa4ym/grusom-keepertabbe-felte-hamkam-det-er-ingen-unnskyldninger,2022-04-11
1318,Kjartansson-dobbel på fem minutter holdt for Vålerenga: − En forrykende halvtime,https://vg.no/sport/fotball/i/9K4mvl/kjartansson-dobbel-paa-fem-minutter-holdt-for-vaalerenga-en-forrykende-halvtime,2022-04-11
1319,Totalforvandlede Molde snudde kampen etter komiscoring: − Bare flyt,https://vg.no/sport/fotball/i/Jx51o4/totalforvandlede-molde-snudde-kampen-etter-komiscoring-bare-flyt,2022-04-11
1320,Klopp etter gullkampen: − Galskap ,https://vg.no/sport/fotball/i/x8kRAB/klopp-etter-gullkampen-galskap,2022-04-11
1321,Slik vurderer ekspertene toppkampen: − Vanskelig å ta innover seg hvor stor kampen er,https://vg.no/sport/fotball/i/0GA7jB/slik-vurderer-ekspertene-toppkampen-vanskelig-aa-ta-innover-seg-hvor-stor-kampen-er,2022-04-11
1322,Fagermo var sikker på Layouni-salg – nå har han tre høyrevinger,https://vg.no/sport/fotball/i/nWjqld/fagermo-var-sikker-paa-layouni-salg-naa-har-han-tre-hoeyrevinger,2022-04-11
1323,Barmen kalles «maestro» og «konge»: − Aldri sett ham bedre,https://vg.no/sport/fotball/i/ALVGkn/barmen-kalles-maestro-og-konge-aldri-sett-ham-bedre,2022-04-11
1324,Børkeeiets krav for å bli Rosenborg-spiller: − Ellers hadde han ikke kommet,https://vg.no/sport/fotball/i/eExX6l/boerkeeiets-krav-for-aa-bli-rosenborg-spiller-ellers-hadde-han-ikke-kommet,2022-04-11
1325,Ber Dembélé bli etter formhoppet: − Vil kidnappe ham,https://vg.no/sport/fotball/i/a7EnP5/ber-dembele-bli-etter-formhoppet-vil-kidnappe-ham,2022-04-11
1326,Roma-helten trengte ett år på å bli nøkkelspiller: − Vi har aldri tvilt på ham,https://vg.no/sport/fotball/i/x8jkQR/roma-helten-trengte-ett-aar-paa-aa-bli-noekkelspiller-vi-har-aldri-tvilt-paa-ham,2022-04-11
1327,Tottenham øker presset på Arsenal og Manchester United: Hat trick av Son,https://vg.no/sport/fotball/i/1OpgQK/tottenham-oeker-presset-paa-arsenal-og-manchester-united-hat-trick-av-son,2022-04-11
1328,Helland latterliggjorde Jerv-keeperen – scoret fra nærmere 40 meter i Lillestrøm-seier,https://vg.no/sport/fotball/i/7dAXo3/helland-latterliggjorde-jerv-keeperen-scoret-fra-naermere-40-meter-i-lillestroem-seier,2022-04-11
1329,Nedrykkstruede Everton senket Manchester United,https://vg.no/sport/fotball/i/JxAKlj/nedrykkstruede-everton-senket-manchester-united,2022-04-11
1330,Drillo: − Jeg tenker med gru på om jeg skulle bli dement,https://vg.no/sport/fotball/i/9Kdd5W/drillo-jeg-tenker-med-gru-paa-om-jeg-skulle-bli-dement,2022-04-11
1331,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-04-11
1332,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-04-11
1333,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-04-11
1334,Glimt-sjefen etter UEFA-avgjørelse: − Uakseptabelt og urimelig,https://vg.no/sport/fotball/i/rERWke/glimt-sjefen-etter-uefa-avgjoerelse-uakseptabelt-og-urimelig,2022-04-12
1335,Kjetil Knutsen midlertidig suspendert før Roma-kampen: − Overrasket og sjokkerte,https://vg.no/sport/fotball/i/g6n041/kjetil-knutsen-midlertidig-suspendert-foer-roma-kampen-overrasket-og-sjokkerte,2022-04-12
1336,Målene renner inn i VM-kvaliken: − Dumt å møte disse lagene,https://vg.no/sport/fotball/i/8QA8GG/maalene-renner-inn-i-vm-kvaliken-dumt-aa-moete-disse-lagene,2022-04-12
1337,Politiet dobler styrken og ber fansen være forsiktig: − Fremstår som en fiende,https://vg.no/sport/fotball/i/Or9bPq/politiet-dobler-styrken-og-ber-fansen-vaere-forsiktig-fremstaar-som-en-fiende,2022-04-12
1338,Fagermo straffer ikke Vålerenga-ikonet for kontraktsdrøying: − Jeg tror han skriver under,https://vg.no/sport/fotball/i/1O9k3l/fagermo-straffer-ikke-vaalerenga-ikonet-for-kontraktsdroeying-jeg-tror-han-skriver-under,2022-04-12
1339,Politiet bekrefter anmeldelse fra Glimt - jakter videobevis,https://vg.no/sport/fotball/i/EaMWLj/politiet-bekrefter-anmeldelse-fra-glimt-jakter-videobevis,2022-04-12
1340,Guardiolas gull-beskjed: − Eller så er det over,https://vg.no/sport/fotball/i/Jx51BP/guardiolas-gull-beskjed-eller-saa-er-det-over,2022-04-12
1341,Moe gir Knutsen full støtte: − Viktig at han står opp for seg selv,https://vg.no/sport/fotball/i/wOGERo/moe-gir-knutsen-full-stoette-viktig-at-han-staar-opp-for-seg-selv,2022-04-12
1342,Drømmescoring fra Tripic: − Jeg fikk vanvittig treff,https://vg.no/sport/fotball/i/8QAeeA/droemmescoring-fra-tripic-jeg-fikk-vanvittig-treff,2022-04-12
1343,Mourinho ba om unnskyldning etter ny konfrontasjon,https://vg.no/sport/fotball/i/bGvKQv/mourinho-ba-om-unnskyldning-etter-ny-konfrontasjon,2022-04-12
1344,Pellegrino til legesjekk: Skadeuro for Glimt før skjebnekampen i Roma,https://vg.no/sport/fotball/i/EaMoW3/pellegrino-til-legesjekk-skadeuro-for-glimt-foer-skjebnekampen-i-roma,2022-04-12
1345,KBK med hjemmetap etter marerittomgang: − Noe av det verste jeg har vært med på,https://vg.no/sport/fotball/i/bGvM2A/kbk-med-hjemmetap-etter-marerittomgang-noe-av-det-verste-jeg-har-vaert-med-paa,2022-04-12
1346,Grusom keepertabbe felte HamKam: − Det er ingen unnskyldninger,https://vg.no/sport/fotball/i/oWa4ym/grusom-keepertabbe-felte-hamkam-det-er-ingen-unnskyldninger,2022-04-12
1347,Kjartansson-dobbel på fem minutter holdt for Vålerenga: − En forrykende halvtime,https://vg.no/sport/fotball/i/9K4mvl/kjartansson-dobbel-paa-fem-minutter-holdt-for-vaalerenga-en-forrykende-halvtime,2022-04-12
1348,Totalforvandlede Molde snudde kampen etter komiscoring: − Bare flyt,https://vg.no/sport/fotball/i/Jx51o4/totalforvandlede-molde-snudde-kampen-etter-komiscoring-bare-flyt,2022-04-12
1349,Klopp etter gullkampen: − Galskap ,https://vg.no/sport/fotball/i/x8kRAB/klopp-etter-gullkampen-galskap,2022-04-12
1350,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-04-12
1351,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-04-12
1352,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-04-12
1353,Ellevilt kvartfinaledrama: Benzema avgjorde ,https://vg.no/sport/fotball/i/PoxddX/ellevilt-kvartfinaledrama-benzema-avgjorde,2022-04-13
1354,Villarreal sendte Bayern München ut av Champions League: − Ikke til å tro,https://vg.no/sport/fotball/i/KzmM97/villarreal-sendte-bayern-munchen-ut-av-champions-league-ikke-til-aa-tro,2022-04-13
1355,Norge nærmer seg VM-drømmen: Slapp med skrekken mot Polen,https://vg.no/sport/fotball/i/eELMvy/norge-naermer-seg-vm-droemmen-slapp-med-skrekken-mot-polen,2022-04-13
1356,Flere medier: Manchester United enig med ny manager,https://vg.no/sport/fotball/i/PoxpKp/flere-medier-manchester-united-enig-med-ny-manager,2022-04-13
1357,Casemiro tar utskjelte Bale i forsvar: − Jeg liker det ikke,https://vg.no/sport/fotball/i/Kzmng4/casemiro-tar-utskjelte-bale-i-forsvar-jeg-liker-det-ikke,2022-04-13
1358,Politiet har fått video av Glimt-krangelen,https://vg.no/sport/fotball/i/y4d63K/politiet-har-faatt-video-av-glimt-krangelen,2022-04-13
1359,Frykter UEFA bommer med små EM-arenaer: − Veldig synd,https://vg.no/sport/fotball/i/PoGzvb/frykter-uefa-bommer-med-smaa-em-arenaer-veldig-synd,2022-04-13
1360,Glimt-sjefen etter UEFA-avgjørelse: − Uakseptabelt og urimelig,https://vg.no/sport/fotball/i/rERWke/glimt-sjefen-etter-uefa-avgjoerelse-uakseptabelt-og-urimelig,2022-04-13
1361,Kjetil Knutsen midlertidig suspendert før Roma-kampen: − Overrasket og sjokkerte,https://vg.no/sport/fotball/i/g6n041/kjetil-knutsen-midlertidig-suspendert-foer-roma-kampen-overrasket-og-sjokkerte,2022-04-13
1362,Målene renner inn i VM-kvaliken: − Dumt å møte disse lagene,https://vg.no/sport/fotball/i/8QA8GG/maalene-renner-inn-i-vm-kvaliken-dumt-aa-moete-disse-lagene,2022-04-13
1363,Politiet dobler styrken og ber fansen være forsiktig: − Fremstår som en fiende,https://vg.no/sport/fotball/i/Or9bPq/politiet-dobler-styrken-og-ber-fansen-vaere-forsiktig-fremstaar-som-en-fiende,2022-04-13
1364,Fagermo straffer ikke Vålerenga-ikonet for kontraktsdrøying: − Jeg tror han skriver under,https://vg.no/sport/fotball/i/1O9k3l/fagermo-straffer-ikke-vaalerenga-ikonet-for-kontraktsdroeying-jeg-tror-han-skriver-under,2022-04-13
1365,Politiet bekrefter anmeldelse fra Glimt - jakter videobevis,https://vg.no/sport/fotball/i/EaMWLj/politiet-bekrefter-anmeldelse-fra-glimt-jakter-videobevis,2022-04-13
1366,Guardiolas gull-beskjed: − Eller så er det over,https://vg.no/sport/fotball/i/Jx51BP/guardiolas-gull-beskjed-eller-saa-er-det-over,2022-04-13
1367,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-04-13
1368,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-04-13
1369,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-04-13
1370,Full slåsskamp da Manchester City slo ut Atlético Madrid: − Langt over streken,https://vg.no/sport/fotball/i/8Q85jE/full-slaasskamp-da-manchester-city-slo-ut-atletico-madrid-langt-over-streken,2022-04-14
1371,Liverpool til semifinale etter målfest mot Benfica,https://vg.no/sport/fotball/i/dn1JEX/liverpool-til-semifinale-etter-maalfest-mot-benfica,2022-04-14
1372,Fra flyktninger til proffspillere: − De har et talent fra Gud,https://vg.no/sport/fotball/i/0GAkX2/fra-flyktninger-til-proffspillere-de-har-et-talent-fra-gud,2022-04-14
1373,Britisk avis publiserer video av Aspmyra-bråket ,https://vg.no/sport/fotball/i/V98xlr/britisk-avis-publiserer-video-av-aspmyra-braaket,2022-04-14
1374,Sanksjoner kan stoppe Mjeldes Chelsea-karriere: − Fått beskjed om å holde meg rolig,https://vg.no/sport/fotball/i/wOGreo/sanksjoner-kan-stoppe-mjeldes-chelsea-karriere-faatt-beskjed-om-aa-holde-meg-rolig,2022-04-14
1375,Ellevilt kvartfinaledrama: Benzema avgjorde ,https://vg.no/sport/fotball/i/PoxddX/ellevilt-kvartfinaledrama-benzema-avgjorde,2022-04-14
1376,Villarreal sendte Bayern München ut av Champions League: − Ikke til å tro,https://vg.no/sport/fotball/i/KzmM97/villarreal-sendte-bayern-munchen-ut-av-champions-league-ikke-til-aa-tro,2022-04-14
1377,Norge nærmer seg VM-drømmen: Slapp med skrekken mot Polen,https://vg.no/sport/fotball/i/eELMvy/norge-naermer-seg-vm-droemmen-slapp-med-skrekken-mot-polen,2022-04-14
1378,Flere medier: Manchester United enig med ny manager,https://vg.no/sport/fotball/i/PoxpKp/flere-medier-manchester-united-enig-med-ny-manager,2022-04-14
1379,Casemiro tar utskjelte Bale i forsvar: − Jeg liker det ikke,https://vg.no/sport/fotball/i/Kzmng4/casemiro-tar-utskjelte-bale-i-forsvar-jeg-liker-det-ikke,2022-04-14
1380,Politiet har fått video av Glimt-krangelen,https://vg.no/sport/fotball/i/y4d63K/politiet-har-faatt-video-av-glimt-krangelen,2022-04-14
1381,Frykter UEFA bommer med små EM-arenaer: − Veldig synd,https://vg.no/sport/fotball/i/PoGzvb/frykter-uefa-bommer-med-smaa-em-arenaer-veldig-synd,2022-04-14
1382,Glimt-sjefen etter UEFA-avgjørelse: − Uakseptabelt og urimelig,https://vg.no/sport/fotball/i/rERWke/glimt-sjefen-etter-uefa-avgjoerelse-uakseptabelt-og-urimelig,2022-04-14
1383,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-04-14
1384,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-04-14
1385,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-04-14
1386,Solbakken kritisk etter stortap: − Vi gjemmer oss,https://vg.no/sport/fotball/i/nWxmLB/solbakken-kritisk-etter-stortap-vi-gjemmer-oss,2022-04-15
1387,Bodø/Glimt ute av Conference League: − Veldig skuffet over prestasjonen,https://vg.no/sport/fotball/i/y4dm4e/bodoe-glimt-ute-av-conference-league-veldig-skuffet-over-prestasjonen,2022-04-15
